,순위,title,genre,year,date,rating,vote_count,plot,main_act,,
854,415.0,초당,다큐멘터리,,,6,1,"재미교포 소설가의 장편소설. 저자가 함경도에서 성장한 후 미국으로 떠나게 될 때까지의 성장과정과 주변 환경을 담은 자전적 소설. 소년 한청파를 주인공으로 동양의 선비정신을 비롯해 한국인의 얼,역사,한일합방의 경위,개화기 지식인의 고뇌,3.1운동 등을 그렸다.",강용흘,,
855,416.0,모래 알갱이가 있는 풍경,다큐멘터리,,,6,1,"현대시의 모짜르트, 쉼보르스카가 들려주는 시의 광시곡~! 인도주의와 실존의 문제에 집중한 시세계처럼 시인 쉼보르스카의 삶 역시 드러나지 않되 진지하게 문학에 몰입하는 자세로 일관되었다. 1923년 폴란드의 중서부 쿠르닉에서 출생한 쉼보르스카는 8세 때 가족과 함께 남부도시인 크라쿠프로 이주한 후 현재까지 그곳에서 살고 있다. 크라쿠프의 야겔로니안대에서 폴란드 문학과 사회학을 공부한 쉼보르스카가 졸업후 사회에 첫발을 내디딘 곳은 『문학과 인생』이라는 잡지의 편집부였다. 그녀는 이 잡지에 문화컬럼을 고정기고하는 한편 본격적으로 시 창작에 몰두하기 시작했다. 1945년 시 [나는 단어를 찾는다]로 데뷔한 후 당시 많은 폴란드 시인들이 고국의 공산화에 투항하거나 저항하는 문학을 했으나 그녀는 이 두 가지 모두를 거..",비슬라바 쉼보르스카,,
856,417.0,생존자의 회고록,다큐멘터리,,,6,1,"현대 영미 여성 문학의 거장이 쓴 SF의 고전 도리스 레싱은 <20세기에 영어로 소설을 쓰도록 선택받은 몇 안 되는 가장 흥미진진한 지성인 중 하나>라는 찬사를 받는 현대 영국 문학계의 가장 중심에 있는 작가이다. 생존자의 회고록은 그녀가 1975년 발표한 장편소설로서, 정신 분열과 사회적 붕괴라는 주제를 다룬 작품이다. 온 인류가 미래에 대한 장밋빛 꿈에 부풀어 있을 당시에, 물질 문명의 종말로 인해 붕괴되어 가는 미래 사회 속에서 정신적으로 분열되어 가는 무력한 인간의 모습을 그려내어 커다란 충격을 던져주었다. 이 소설은 영국 어느 소도시를 배경으로, 평범하지만 가끔씩 실재인지 허구인지 알 수 없는 이상한 방으로 들어가야만 비로소 현실 세계로부터 도피해 평안을 얻는 한 여인을 주인공으로 하고 ..",도리스 레싱,,
857,418.0,폼페이 최후의 날,다큐멘터리,,,6,1,"19세기 영국 작가, 에드워드 불워 리턴 장편소설. 서기 79년 8월 24일 베수비오 화산 폭발로 시작된 역사적인 재앙으로인해 로마 제국 제1의 향락 도시 폼페이는 멸망의 위기에 놓이게 된다. 이 작품은 당시 전성기를 구가하던 폼페이에서 펼쳐지는 대 서사시를 그린 작품으로 풍류와 향락을 추구하는 로마 상류 사회의 사랑과 갈등, 모험과 멸망을 극적으로 담아내고 있다.",에드워드 불워 리턴,,
858,419.0,샤갈의 다프니스와 클로에,다큐멘터리,,,6,1,"고전, 색채의 마술사 샤갈과 만나다!세기의 로맨스, 다프니스와 클로에'사랑'이라는 주제를 가진 고전 <아라비안 나이트>와 <다프니스와 클로에>에 색채의 마술사라 불리는 샤갈의 삽화가 어우러진 세미콜론의 도서들은 언어의 마술과 색채의 마술이 결합을 통해 새로운 예술의 지평을 연다. 시각적 아름다움을 선사한 이 책은, 독자들에게 읽는 즐거움과 보는 즐거움을 동시에 충족시켜주기에 충분하다.『샤갈의 다프니스와 클로에』는 흔히 인류 최초의 로맨스라 불리는 롱고스의「다프니스와 클로에」는 단순한 소녀와 소년 간의 목가적이고 낭만적 로맨스의 수준을 뛰어 넘어 인간 영혼의 성장이라는 알레고리적인 성격을 띤다. 자연 세계의 창조 원리로서의 사랑이라는 보다 심층적인 의미를 담은 이 고전은, 셰익스피어를 비..",롱고스,,
859,420.0,책의 자서전,다큐멘터리,,,6,1,"20세기도 끝나갈 무렵, 밀라노의 고서점에서 한 권의 책이 네 번째 주인을 기다리고 있다. 여름휴가 전에 구세주가 나타나지 않으면 재활용 폐지로 넘어갈 절박한 상황이다. 전망이 안 좋은 선반에서 손님의 동향을 살피며, 점찍은 중년 여성을 유혹하며, 그 책은 자신의 60년 생애를 회상한다. 염원이 이루어져 이 책의 작가에게 구제되었고, 그 장서가 1만 권이 된 것을 계기로 자신의 지나온 세월을 얘기하게 된 것이 바로 이 책이다.책이 주인공이 되어 자신의 기이하고도 굴곡진 삶을 들려주는 이 책은 시대의 변화와 함께 변해가는 독서 취향, 사람들의 태도, 출판 시장의 변화들을 예리하게 꿰뚫고 강한 비판을 하기도 한다. 또 그동안 함께 지냈던 수많은 동료 책들과 그 작가들에 대한 흥미 있는 평가도 빼놓지 않는 등 우..",안드레아 케르베이커,,
860,421.0,사막,다큐멘터리,,,6,1,"2008년 노벨문학상 수상작가 르 클레지오의 후기 대표작!2008년 노벨문학상 수상작가 르 클레지오의 아름다운 소설『사막』. 광대한 사하라 사막을 배경으로 사막에서 살아가는 사람들의 문화와 역사를 감각적으로 풀어내었다. 사막 민족의 후예인 소녀 랄라가 깨닫게 되는 사막의 숭고함과 자유로운 삶에 대한 자각을 그리고 있다. 랄라와 그녀의 조상 이야기가 씨줄과 날줄처럼 얽히면서 펼쳐진다. '청색인간'으로 불렸던 사막의 용맹한 투사들의 후예인 랄라는 사막 변두리의 빈민촌에서 살지만 사막의 모든 것을 사랑하는 소녀이다. 어느 날, 도시에서 온 나이 많은 남자가 돈을 내세워 랄라와의 결혼을 추진하자 그녀는 이를 피해 목동 하르타니와 사막 한복판으로 도피한다. 하지만 결국 하르타니는 떠나고, 랄라는 그의 아이를 임신한 ..",르 클레지오,,
861,422.0,레이스 뜨는 여자,다큐멘터리,,,6,1,"순수와 침묵 속에 놓인 채 사랑에 삶을 빼앗긴 여자, 뽐므!프랑스 현대 문학의 걸작으로 꼽히는 파스칼 레네의 작품『레이스 뜨는 여자』. 실험성 짙은 내러티브 구조, 작가의 남다른 문제의식, 새로운 서술 기법으로 호평을 받으며 1975년 공쿠르 상을 수상하였다. 클로드 고레타 감독, 이자벨 위페르 주연의 영화 <레이스 짜는 여인>의 원작 소설이기도 하다. 1976년에 제작된 영화 역시 평단의 찬사를 받았다. 베르메르의 그림에서 제목을 따온 이 소설은 문학, 철학과 사회학, 심리학이 얽혀 있는 독특한 작품이다. 휴가 때 바닷가에서 만나 서로에게 끌린 여자와 남자가 동거를 시작하지만 사회 계급과 성격 차이에서 오는 소통의 어려움을 겪다 헤어지고, 여자는 거식증을 앓고 정신병원에 가게 된다는 이야기를 그..",파스칼 레네,,
862,423.0,매리지 블루,다큐멘터리,,,6,1,"일 대신 결혼 / 결혼 대신 일, 서로 다른 선택을 한 두 여성의 삶을 27세부터 60세까지 교차시켜 속도감 있게 그려낸 장편소설. 일본의 여성 잡지 '여성자신'에 2002년 5월부터 10월까지 연재되었던 소설이다. 인간의 삶이 전환되거나 변화를 맞는 시기를 예리하게 포착해냈다.",유이카와 케이,,
863,424.0,사라예보의 첼리스트,다큐멘터리,,,6,1,"총알이 빗발치는 거리로 나선 첼리스트와 그를 지키는 여성 저격수,그리고 그들을 감싸는 애도와 진혼의 찬가 <아다지오>1992년 사라예보에서 일어났던 실화를 바탕으로 한 소설『사라예보의 첼리스트』. 극한의 운명에 처한 한 도시와 네 인물의 엇갈린 삶을 그려내면서 '무엇이 인간을 인간답게 하는가'라는 질문을 던진다. 작가는 객관적인 거리를 유지하면서도, 문명과 인간으로서의 존엄을 지키기 위해 투쟁하는 인물들의 행동과 심리를 생생하게 묘사하고 있다.보스니아 내전이 일어나기 전 국가대표 사격선수였던 스물두 살의 애로는 포탄이 터지는 사라예보의 거리를 누비는 저격수가 된다. 어느 날, 한 첼리스트가 세상을 떠난 22명의 친구들과 이웃들을 위해 전쟁의 한복판에서 연주를 시작한다. 세르비아 측에서는 그 연주를..",스티븐 갤러웨이,,
864,425.0,가장 멀리 있는 나,다큐멘터리,,,6,1,"<이상문학상>을 수상한 중견작가의 소설. 죽은 친구의 여자에게서 한 통의 전화를 받았다. 여자는 단지 죽은 남자가 밟았던 그 땅을 보고 싶다고 말했다. 주인공은 망설이다가 용문산으로 가기 위해 기차를 탔다. 기차 안에서 여자가 말한 뱀 얘기를 떠올렸다. 역에 도착하여 그녀를 만나고 둘은 산을 오르기 전에 점심을 먹었다. 그때 남자는 무심결에 나무 이야기를 하고, 여자는 민감하게 반응하는데...<외뿔 짐승>과 <가장 멀리 있는 나> 2편을 수록했다.",윤후명,,
865,426.0,나비야 나비야,다큐멘터리,,,6,1,"조선의 여류 시인 이옥봉, 그녀가 온몸으로 사른 사랑!조선시대의 여류 시인 이옥봉의 삶과 사랑을 그린 은미희의 장편소설『나비야 나비야』. 조선 중기 황진이, 허난설헌과 동시대를 살아가며 시와 사랑을 위해 온몸을 바친 여류 시인 이옥봉. 이 소설은 그녀의 비극적인 삶을 그린 역사소설이다. 작가 특유의 섬세하고도 화려한 필치로 이옥봉의 삶과 사랑의 발자취를 전해준다.기다림과 그리움, 그리고 이별의 아픔을 뜨거운 언어로 담아낸 이옥봉의 사랑 시는 현재 서른두 편이 기록으로 남아 있다. 신분의 벽이 높던 조선시대에 그녀는 여자의 몸으로 시를 사랑하였고, 자신의 모든 것을 바쳐 한 남자를 사랑하였다. 이 소설은 그녀의 생애를 통해 사랑의 치명적인 독성이 한 인간을 어떻게 변화시키는지를 보여준다.",은미희,,
866,427.0,황진이 1,다큐멘터리,,,6,1,"북한작가, 홍석중이 쓴 '황진이'북한의 중진작가 홍석중이 쓴 장편소설 『황진이』제1권. 분단 이후 처음으로 국내 문학상 '제19회 만해문학상' 을 수상한 북한작품으로, 영화 '황진이'의 원작소설이다. 조선 시대 사대부의 시각에서 전승되어오던 기존 줄거리를 허물고, 황진사댁 하인 출신의 가공 인물 '놈이'와 기생 '황진이'와의 비극적인 사랑을 그려내고 있다.황진이는 아버지 황진사가 여종의 몸에서 낳은 딸이지만, 그 사실을 모른 채 양반댁 규수로 성장한다. 황진이를 짝사랑하던 머슴 '놈이'가 출생의 비밀을 누설하고, 윤승지댁과 혼사가 오가던 중 이 사실을 알게 된 황진이는 허위와 위선으로 가득 찬 양반 사대부에 대한 복수심으로 '놈이'에게 몸을 바친다. 그리고 그녀는 송도의 객주가인 청교방의 기생으로 들어가게 ..",홍석중,,
867,428.0,청소년을 위한 금오신화,다큐멘터리,,,6,1,"사회의 실상과 의미를 생생하게 그려낸 <금오신화>한국 전기체 소설의 효시, <금오신화>를 청소년의 눈높이에 맞추어 풀어낸 책. <금오신화>는 인간성을 긍정하고 현실의 훼손된 인습과 제도, 운명에 대항하는 전환기 지식인의 고민과 갈등을 담은 작품이다. 금오신화의 저자 매월당 김시습의 일생과 작품 세계는 현실에 대한 반항과 갈등, 방황으로 일관되어 있다. 수양대군의 왕위 찬탈 소식에 글공부도 집어치우고 20대에 떠돌이생활을 하던 그가 31세 때 비로소 정착해 지은 책이 바로 금오신화이다. 금오신화에 실려 있는 〈만복사저포기〉 〈이생규장전〉 〈취유부벽정기〉 〈남염부주지〉 〈용궁부연록〉은 저마다 따로 완성된 이야기이면서도, 여러 가지 공통점을 가지고 하나의 세계관을 완성해 가는 일종..",김시습,,
868,429.0,피크,다큐멘터리,,,6,1,"짜릿한 쾌감을 선사하는 젊은 작가 10인의 소설!대한민국을 대표하는 젊은 작가 10인의 테마 소설집『피크』. 테마 선정에서부터 집필까지 1년여의 시간을 거쳐 완성된 작품집으로, 등단 10년차 이내의 젊은 작가들이 참여하였다. 개성과 성향이 서로 다른 10명의 작가들이 '피크'라는 하나의 테마를 이야기한다. 지금까지 쉽게 접할 수 없었던 젊은 작가들의 도발적인 상상력을 엿볼 수 있다.'피크'라는 기본 테마만 있을 뿐, 소재나 그것을 다루는 방식은 그야말로 10인 10색이다. 작가들은 섬뜩한 기운과 비극적 상황, 재치 넘치는 위트와 유머를 바탕으로 다양한 맛을 지닌 소설들을 풀어놓는다. 그들의 '피크' 파노라마는 극과 극을 넘나들며 인생에서 한번쯤 겪게 되는, 또는 겪을 수 있는 최고의 순간들을 포착한다. 저마..","태기수, 양유정, 이기호, 해이수, 김이은, 김서령, 김설아, 염승숙, 명지현, 강진",,
869,430.0,김만덕,다큐멘터리,,,6,1,"장사로 부를 쌓고, 자선으로 덕을 쌓다!진정한 상도를 보여준 여성 상인 김만덕의 일생을 그린 소설『조선의 여성 상인 김만덕』. 조선 중엽, 제주에서 여성 상인으로 활약하며 자신의 전 재산을 가난한 백성들을 위해 바쳤던 김만덕. 이 소설은 관기에서 거상으로, 거상에서 자선가로 변모했던 그녀의 삶을 그리고 있다. 작가는 역사서에 짧은 흔적으로 남아 있는 김만덕을 생생하게 되살려냈다.1739년, 유배의 땅이었던 제주에서 양인으로 태어난 김만덕. 그녀는 부모의 죽음으로 관기가 되지만 상인이었던 아버지의 피를 물려받아 제주의 특산물을 내다 팔며 돈을 벌기 시작한다. 장사로 부를 쌓은 김만덕은 객줏집을 세 군데나 차리게 된다. 하지만 관기의 신분에서 벗어나 성공한 뒤에도 여전히 절약하며 가난하고 약한 사람들을 돕는데…..",윤수민,,
870,431.0,토지 7,다큐멘터리,,,6,1,"<김약국의 딸들>의 작가, 박경리의 대하 장편소설 『토지』7권(2부 3권). 경남 하동의 평사리를 무대로 하여 5대째 대지주로 군림하고 있는 최참판댁과 그 소작인들의 이야기를 담은 이 책은 전 21권으로 이루어져 있다.1860년대부터 시작된 동학운동, 개항과 일본의 세력강화, 갑오개혁 등이 『토지』 전체의 구체적인 전사(前史)가 된다. 동학 장군 김개주와 윤씨 부인에 얽힌 비밀이 차차 풀려나가고, 신분문제와 이기적 욕망에 사로잡혀 귀녀와 평산 등이 최치수를 살해하는데…. <양장제본>",박경리,,
871,432.0,옥루몽 1,다큐멘터리,,,6,1,"고전문학의 양식을 집대성한 우리 소설의 결정판 『옥루몽』제1권. 1840년 남영로가 지은 장편소설로 풍부한 서사의 결, 섬세하면서도 감각적인 전개 속에 사회 비판의식을 녹여내어 조선 전역에 화제를 불러일으킨 베스트셀러이다.천상 백옥루에서 달을 감상하며 풍류를 즐기던 문창성군과 다섯 선녀가 인간 세상에 다시 태어난다는 것이 기본 줄거리이다. 이 책은 국문학자 김풍기 교수가 50년 만에 출간한 완역본으로 원전의 속도감을 그대로 담아내면서 옛 글의 장중한 미감을 충분히 드러내어 고전소설의 재미를 한층 잘 살려내고 있다. 베트남 북부에서 몽고까지 중국 전역의 방대한 무대에서 펼쳐지는 스펙터클한 전쟁, 천상과 현실을 오가며 인연을 엮어가는 남녀 간의 애절한 사랑, 조정을 어지럽히는 간신들의 부패정치에 맞서 싸우는 개..",남영로,,
872,433.0,황진이 2,다큐멘터리,,,6,1,"북한작가, 홍석중이 쓴 '황진이'북한의 중진작가 홍석중이 쓴 장편소설 『황진이』제2권 완결편. 분단 이후 처음으로 국내 문학상 '제19회 만해문학상' 을 수상한 북한작품으로, 영화 '황진이'의 원작소설이다. 조선 시대 사대부의 시각에서 전승되어오던 기존 줄거리를 허물고, 황진사댁 하인 출신의 가공 인물 '놈이'와 기생 '황진이'와의 비극적인 사랑을 그려내고 있다.황진이는 아버지 황진사가 여종의 몸에서 낳은 딸이지만, 그 사실을 모른 채 양반댁 규수로 성장한다. 황진이를 짝사랑하던 머슴 '놈이'가 출생의 비밀을 누설하고, 윤승지댁과 혼사가 오가던 중 이 사실을 알게 된 황진이는 허위와 위선으로 가득 찬 양반 사대부에 대한 복수심으로 '놈이'에게 몸을 바친다. 그리고 그녀는 송도의 객주가인 청교방의 기생으로 들..",홍석중,,
873,434.0,리심 중,다큐멘터리,,,6,1,"낯선 이국땅도 사랑 앞에서는 두렵지 않다<불멸의 이순신>, <열녀문의 비밀>, <방각본 살인 사건>의 작가 김탁환의 신작 장편소설 『리심』중 권. 조선 말기, 프랑스 외교관과 사랑에 빠졌던 조선의 궁중 무희 '리심'과 프랑스 외교관의 사랑 이야기를 담았다. 격동의 19세기, 외세의 이권 침탈에 신음하며 힘겹게 근대의 싹을 틔워가던 개화기 조선의 모습이, 비운의 사랑 이야기와 함께 생생하게 펼쳐진다. 리심(梨心)은 19세기 말 개화기 조선의 실존 인물로, 초대 프랑스 공사를 지낸 빅토르 콜랭과 사랑에 빠진 궁중기생이다. 리심은 1893년 5월 빅토르 콜랭을 따라 조선 여성 최초로 프랑스 땅을 밟고, 한 해 뒤인 1894년에 플랑시가 모로코 대사로 부임하면서, 역시 최초로 아프리..",김탁환,,
874,435.0,마당깊은 집,다큐멘터리,,,6,1,"느낌표 선정도서. 길남이라는 소년이 바라본 6.25와 전쟁 이후의 세태를 생활의 궁핍, 정신과 물직적 핍박의 차원에서 묘사한 장편소설. 소년의 시점을 일관되게 유지하면서 50년대 초의 현실과 상처를 서정적으로 그려내고 있다.",김원일,,
875,436.0,관촌수필,다큐멘터리,,,9,221,"본격적인 근대화, 도시화, 산업화의 길을 걷고 있던 70년대에 씌어져, 저자가 유년 시절을 영위한 농촌 공동체에 대한 그리움과 도시화의 물결에 훼손당하고 있던 농촌 사회의 아픈 세태에 대한 묘사를 통해 역설적으로 당시 우리 사회의 근대적 기획에 대한 비판적 성찰을 수행하고 있는 연작소설. 전통적인 유교 사상과 반상 의식에 묻혀 있던 지방 토호가 시대의 변천에 따라 서서히 몰락하기 시작하는 것을 보여주는 <일락서산>을 시작으로 <화무십일>, <행운유수>, <녹수청산>, <공산토월> 등 5편을 수록했다.",이문구,,
876,437.0,그 많던 싱아는 누가 다 먹었을까,다큐멘터리,,,9,221,"박완서의 대표작 『그 많던 싱아는 누가 다 먹었을까』. 150만 부 돌파 기념, 출간 13년만에 새롭게 출간되었다. 이 책은 작가가 전적으로 기억에 의지해 쓴 자전적 소설로 1930년대 개풍 박적골에서의 꿈같은 어린 시절과 1950년대 전쟁으로 황폐해진 서울에서의 20대까지를 맑고 진실되게 그려낸 소설이다. 강한 생활력과 유별난 자존심을 지닌 어머니, 이에 버금가는 기질의 소유자인 작가 자신, 이와 대조적으로 여리고 섬세한 기질의 오빠와 어우러져",박완서,,
877,438.0,개,다큐멘터리,,,6,1,"서럽고 빛나는 세상에 바치는 순결한 생의 찬가 김훈 신작장편 《개》 출간! “나는 개발바닥의 굳은살을 들여다보면서 어쩌면 개 짖는 소리를 알아들을 수도 있을 것 같았다. 그래서 나는 세상의 개들을 대신해서 짖기로 했다. 짖고 또 짖어서, 세상은 여전히 고통 속에서 눈부시다는 것을 입증하고 싶었다.” 냉혹한 역사적 현실 앞에 던져진 고독한 무인의 실존적 번뇌나 무너지는 왕국 앞에서 예술의 진정성을 찾아 국경을 넘는 한 늙은 예인의 삶을 잔혹하고도 아름답게 그려냈던 그가 이번엔 너무도 평범한 저잣거리의 한 마리 개에게로 시선을 돌렸다. 칼과 악기를 들여다보던 눈으로 굳은살 박인 개의 발바닥을 들여다보며, 오랫동안 인간의 곁에서 인간과 더불어 살아온 덕분에 이제는 인간의 표정까지 닮아버린 개의 자리로 돌연히 옮겨..",김훈,,
878,439.0,"달려라, 아비",다큐멘터리,,,9,221,"출생과 성장의 과정과 관련된 모티브를 주로 다룬 김애란의 첫 소설집. 2005년 한국일보문학상에서 수상한 신예작가인 그녀가 2003년부터 쓴 단편들을 모아 엮었다. 공원에 자신을 버린 아버지를 몇십년이 지난 뒤 수족관 유리벽을 사이에 두고 만나게 되는 <사랑의 인사>, 만삭의 어머니를 버려둔 채 집을 나간 아버지를 상상하는 딸을 그려낸 표제작 <달려라 아비>, 종일 단칸방에 틀여박혀 텔레비전만 보는 아버지를 엉뚱한 발상과 밀도 높은 심리묘사로 그려낸 <그녀가 잠 못 드는 이유가 있다>를 포함한 총9편의 단편들을 수록했다. 작가는 수상작 <달려라 아비>를 비롯, 아버지의 부재와 가난 등으로 상처입은 주인공이 원한이나 자기연민에 빠지지 않고 자기긍정의 가치를 만들어가는..",김애란,,
879,440.0,바람과 함께 사라지다 2,다큐멘터리,,,6,1,완전한 남부의 귀부인'이라는 이상을 막연히 추구하면서도 전통에 반발하는 스칼렛 오하라가 남북 전쟁과 그것이 남긴 폐허 속에서 꿋꿋하게 살아가는 이야기를 그리고 있다.,마가렛 미첼,,
880,441.0,바람과 함께 사라지다 1,다큐멘터리,,,6,1,완전한 남부의 귀부인'이라는 이상을 막연히 추구하면서도 전통에 반발하는 스칼렛 오하라가 남북 전쟁과 그것이 남긴 폐허 속에서 꿋꿋하게 살아가는 이야기를 그리고 있다.,마가렛 미첼,,
881,442.0,해롤드 핀터 전집 2,다큐멘터리,,,6,1,"한국인이 가장 선호하는 영국 현대 극작가 중 하나인 해롤드 핀터의 작품 전체를 번역한 시리즈 제2권. <벙어리 웨이터>, <핫 하우스> 수록.해롤드 핀터는 삶의 무의미성을 보여주며 보이지 않는 힘에 의해서 끝없이 조롱당하는 인간의 실존적 상황을 다루려고 했다. 그는 특유의 구성과 화술을 구사하여 아주 일상적으로 보이는 상황을 극 속에 도입하면서 사실은 모호하기 짝이 없는 인간관계를 설정해 놓는다. 핀터의 극이 현실을 반영하는 사실주의 연극이 아닌 것은 그가 극한 상황에 처한 인간이 겪는 자아 분열에 문제에 관심을 두고 인간의 내면세계를 중시하는 점에서 드러난다.",해럴드 핀터,,
882,443.0,젊은 예술가의 초상,다큐멘터리,,,6,1,20세기 모더니즘 문학의 선구자인 아일랜드 출신의 현대 소설가인 제임스 조이스가 유년기부터 대학을 졸업하고 유럽으로 떠나기까지 정신적 성장 과정을 다룬 자화상격인 소설이다. 주인공 스티븐 디달러스가 작가로서 소명의식을 깨닫게 되는 것이 중심 주제이다.,제임스 조이스,,
883,444.0,파도,다큐멘터리,,,6,1,"파도처럼 끊임없이 피어오르는 시적인 표현과 이미지를 담아낸 소설. 국내에 처음으로 번역되어 소개되는 버지니아 울프의 대표작으로, 태양이 떠오르는 때부터 지는 때까지를 묘사한 한 편의 서사시가 아홉 섹션으로 구분되어 있다. 저자는 이기적인 자아로 인해 이타적인 이상의 세계가 붕괴되는 현상과, 자기중심적인 자아를 벗어나 이타적 이상을 성취하게 되는 과정을 시적으로 엮어나간다. 또한 이를 통해 인간이 물리적인 죽음을 모면할 수 없는 존재이지만, 자아를 탈피함으로써 삶의 하루살이성을 초극할 수 있음을 이야기하고 있다.",버지니아 울프,,
884,445.0,등대로,다큐멘터리,,,6,1,"영국의 소설가 버지니아 울프의 장편 소설. 버지니아 울프는 1882년 1월 25일에 영국 런던 켄징턴에서 출생하여 1941년 3월 28일에 주머니에 돌을 가득 채워 넣고는 우즈강에서 투신자살하였다. 장편 소설 <등대로>는 버지니아 울프가 부모님에 대한 강박관념에서 헤어나기 위해 쓰기 시작한 것이다. 당대의 가부장 사회를 배경으로 남성성이 요구하는대로 자신을 희생하고 타인들 가운데 녹아드는 램지 부인, 억압당하고 강요당하는 여성의 운명을 간파하게 되는 서른 네 살의 노처녀 릴리, 자신의 내부에 엄연히 공존하고 있는 여성성을 짓밟기 때문에 항상 불안하고 불행한 램지 씨, 등을 통해 가부장 사회의 모순과 부정적인 면을 예리하고 심도 있게 공격하는 한 편, 삶에 대한 통찰력을 제시한다. 남성들이 전통적으..",버지니아 울프,,
885,446.0,어필,다큐멘터리,,,6,1,"『브로커』 이후 3년 만에 내놓은 존 그리샴의 정통 스릴러! <뉴욕타임스> 선정 베스트셀러 5주 연속 1위! 15주 연속 베스트셀러! 나오는 책마다 최고의 베스트셀러가 되는 기록을 세우며 이미 하나의 브랜드가 된 존 그리샴이 2005년 『브로커』 이후 3년 만에 최고의 정통 스릴러 『어필』을 출간했다. 그동안 논픽션을 쓰면서 잠시 외도를 했던 존 그리샴이, 자신의 주특기인 픽션으로 컴백한 첫 작품인 만큼 많은 팬들의 기대가 증폭된 것은 지극히 당연하다. 이 작품은 출간 즉시 <<뉴욕타임스>> 베스트셀러에 15주 연속 오르는 진기록을 세웠으며, 2008년 2월에는 5주간 ‘하드커버픽션’ 부분 5주 연속 1위를 차지하는 기염을 토했다. 이 책은 마치 ‘어떻게 하면 선거에서 농간을..",존 그리샴,,
886,447.0,나를 있게 한 모든 것들,다큐멘터리,,,6,1,"어린이 도서 연구회 청소년 권장도서. 브루클린의 빈민가에 살고 있는 프랜시 가족. 대도시의 가난한 집 아이들이 늘상 겪어야 하는 빈곤과 고난 속에서, 프랜시는 풍부한 개성과 상상력, 지혜 그리고 결단력을 가진 현명한 여성으로 성장해 가는데... 진정한 행복이 무엇인지, 삶의 참된 의미는 무엇인지를 되새기게 하는 베티 스미스의 <나를 있게 한 모든 것들>.",베티 스미스,,
887,448.0,파도소리,다큐멘터리,,,6,1,원래는 '신지와 하쓰에'라는 제목이었던 『파도 소리』는 그리스어로 씌어진 로마 시대의 소설 『다프니스와 크로에』에서 아이디어를 빌려온 것이라 한다.,미시마 유키오,,
888,449.0,GO,다큐멘터리,,,6,1,"재일동포 3세 고등학생을 주인공으로 한 가네시로 가즈키 자전적 성장소설 『GO』. 2000년 일본 최고의 대중문학에 수여되는 나오키문학상을 수상한 작품이다.젊은 시절 열혈 마르크스주의자였던 아버지 덕분에 조총련계에서 초,중등학교를 다닌 재일동포 3세 스기하라. 그는 아버지의 정치적 전향으로 조총련계에서 한국국적으로 옮기고 일본계 고등학교에 다니게 된다. 주변의 따돌림에는 눈 하나 깜짝하지 않던 스기하라는 일본여학생 사쿠라이를 만나 사랑에 빠진다. 하지만 자신이 한국인임을 고백하자 둘의 관계는 깨지고 마는데…. 이 책은 혼란스러운 환경속에서 자신의 위치에 의구심을 품는 주인공이 제한된 미래에 저항하면서 정체성에 문제를 제기하는 과정을 그려나가고 있다. 재일한인들의 애환이 사실적으로 묘사되면서도 자칫 무거운 주..",가네시로 카즈키,,
889,450.0,장정일 삼국지 세트,다큐멘터리,,,6,1,"5년간의 연구와 집필, 300여 권의 문헌과 고증자료를 바탕으로 우리시대 새롭게 쓴 젊은 삼국지! 시대에 맞는 역사관과 세계관으로 그동안의 번역본들이 지닌 한계를 뛰어넘어 새롭게 완성한 장정일판 삼국지이다. 본문에 삽입된 152컷의 삽화만 보더라고 역동적이고 비장한 인물들에게서 이야기가 절로 쏟아져 나올 것 같다. 이 책은 중국 화가의 그림이 아닌 우리 그림으로 완성한 삽화와 색다른 해석과 철저한 역사고증을 통해 쓴 우리판본 삼국지로서 얼마나 심혈을 기울였는지 느낄 수 있을 것이다. 또한 부록 『인물로 읽는 장정일 삼국지』 또한 또 하나의 재미있는 읽을거리다. 〈인물사전〉에서는 『장정일 삼국지』만의 인물해석 방식으로 『삼국지』의 모든 인물들을 총집합시켰다. 기왕의 모든 인물 소개가 영웅 중심이었던 데 반해,..",장정일,,
890,451.0,사람은 무엇으로 사는가,다큐멘터리,,,9,221,"인생은 무엇인가? 누구나 갖게 되는 원초적인 질문이다. 무엇을 갖고 어떻게 살아가는 것이 보람된 삶이고 진정한 길인가. 그 해답은 똘스또이가 민화로 역은《사람은 무엇으로 사는가》에 차곡차곡 쌓여 있다. 그 들판에서 똘스또이의 사랑과 진리의 이삭줍기를 해본다. 따라서 이 책을 읽는데 있어서는 호흡을 가다듬고 언더라인을 쳐가며 읽되, 가끔씩 눈을 감고 사색하는 시간으로 꼼꼼하게 읽는 게 좋을 듯하다.",레프 톨스토이,,
891,452.0,이반데니소비치의 하루,다큐멘터리,,,6,1,"솔제니친의 <이반 데니소비치의 하루>. 이 작품은 솔제니친이 몸소 경험한 스탈린 치하의 수용소 생활을 묘사함으로써 스탈린주의의 공포와 죄악을 날카롭게 고발하고 있다. 또한 무엇보다도 진실을 추구하고 절대로 어떠한 타협도 해서는 안 된다는 것, 예술의 형식이 중요한 것이 아니라 내용이 모든 것을 결정한다는 것, 예술의 가치를 결정짓는 것은 그것을 누리는 사람을 감정을 높이는가 아닌가의 여부에 달려 있다는 것 등을 피력하고 있는 작품이다.",알렉산드르 솔제니친,,
